Kabupaten/Kota,Kelompok IKP,Tahun,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Lama Sekolah Perempuan (tahun),Rasio Tenaga Kesehatan,Angka Harapan Hidup (tahun),Stunting (%)
Manokwari,4,2023,2.2,19.9,12.35,2.14,37.27,11.43,0.01,69.18,18.4
Fakfak,2,2023,5.0,22.06,18.81,0.66,51.17,10.49,0.07,68.75,27.1
Sorong Selatan,2,2023,3.94,18.48,17.23,20.8,66.49,11.39,0.14,66.72,23.8
Raja Ampat,2,2023,5.0,17.32,32.47,4.18,56.28,12.21,0.09,65.12,19.5
Teluk Bintuni,1,2023,5.0,29.73,29.2,0.15,44.93,11.0,0.25,61.37,26.0
Teluk Wondama,1,2023,5.0,30.06,40.73,14.56,78.13,10.69,0.04,60.57,19.1
Kaimana,2,2023,5.0,15.29,22.37,12.46,44.43,12.06,0.09,65.27,21.1
Tambrauw,1,2023,5.0,32.45,47.33,0.16,53.36,10.6,0.49,60.68,24.9
Maybrat,2,2023,5.0,31.14,4.13,0.17,65.54,11.83,0.09,65.53,17.7
Manokwari Selatan,4,2023,1.42,28.55,30.73,3.45,34.88,9.9,1.52,67.84,19.1
Pegunungan Arfak,1,2023,5.0,33.71,16.75,35.95,60.8,11.62,0.18,67.5,27.2
Kota Sorong,6,2023,0.0,14.96,7.07,0.14,10.26,11.81,0.34,71.4,20.6
Aceh Selatan,5,2024,0.84,12.1,37.42,0.0,34.05,8.5,2.22,64.81,40.2
Aceh Tenggara,6,2024,0.51,12.45,46.16,0.0,44.19,10.13,2.2,68.65,32.9
Aceh Timur,6,2024,0.72,13.39,31.97,0.45,38.66,8.99,1.68,69.07,29.7
Aceh Tengah,5,2024,2.67,14.38,20.61,0.08,26.3,10.04,2.16,69.18,23.6
Aceh Barat,6,2024,0.67,17.86,31.65,0.0,23.36,10.27,1.46,68.34,33.4
Aceh Besar,6,2024,0.48,13.38,26.96,0.43,10.06,10.87,1.38,70.14,30.1
Pidie,6,2024,0.36,18.78,48.18,0.09,31.46,9.29,0.7,67.29,29.5
Aceh Utara,6,2024,0.47,16.64,50.53,0.01,37.08,9.37,0.56,69.15,25.2
Simeulue,6,2024,0.75,17.92,31.27,0.13,17.76,9.91,1.68,65.61,30.7
Aceh Singkil,2,2024,5.0,19.15,50.07,0.0,40.31,9.02,1.74,67.78,34.1
Bireuen,6,2024,0.58,12.12,38.91,0.01,27.66,9.67,0.46,71.66,32.9
Aceh Barat Daya,6,2024,0.53,15.43,39.09,0.0,24.17,9.2,1.7,65.48,27.9
Gayo Lues,6,2024,0.66,18.82,44.75,0.18,20.48,8.39,6.33,65.92,15.4
Aceh Jaya,6,2024,0.33,12.42,40.9,0.14,26.92,8.98,4.54,67.55,34.0
Nagan Raya,6,2024,0.75,17.25,48.43,0.13,24.0,9.14,2.19,69.6,31.6
Aceh Tamiang,6,2024,0.82,12.51,26.54,0.0,14.56,9.58,1.27,70.04,35.9
Bener Meriah,2,2024,5.0,18.31,25.33,1.26,61.03,10.3,1.15,69.64,32.2
Pidie Jaya,6,2024,0.35,18.4,42.27,0.09,32.95,9.85,0.46,70.6,29.4
Kota Banda Aceh,6,2024,0.0,7.04,5.1,0.0,0.11,12.74,0.01,72.02,21.7
Kota Sabang,6,2024,0.0,14.59,12.81,0.69,3.95,10.94,0.2,70.98,25.6
Kota Lhokseumawe,6,2024,0.0,10.73,19.78,0.0,1.81,11.31,0.08,72.06,20.7
Kota Langsa,6,2024,0.0,10.53,14.84,0.0,6.24,11.27,0.17,69.78,25.6
Kota Subulussalam,2,2024,0.0,16.41,26.01,0.0,55.11,8.78,1.4,64.41,29.6
Tapanuli Tengah,5,2024,1.36,11.5,41.75,0.64,35.19,8.96,1.42,67.9,23.8
Tapanuli Utara,6,2024,0.3,8.54,62.27,0.33,51.69,10.19,2.22,69.57,27.4
Tapanuli Selatan,6,2024,0.57,7.01,43.05,0.67,55.31,9.57,3.22,65.56,15.6
Nias,5,2024,0.65,15.1,39.03,9.77,64.15,7.06,0.87,70.34,20.3
Langkat,6,2024,1.01,9.23,38.49,0.54,26.92,8.97,1.85,69.64,16.9
Karo,6,2024,0.25,7.98,56.83,0.0,41.28,10.28,1.51,72.28,24.7
Deli Serdang,6,2024,0.86,3.44,22.82,0.17,14.42,10.41,0.51,72.31,33.8
Simalungun,6,2024,0.56,7.87,37.82,0.11,41.91,9.78,1.78,72.2,17.7
Asahan,6,2024,1.91,8.21,27.78,0.11,24.26,9.18,1.82,69.09,11.0
Labuhanbatu,6,2024,1.42,7.99,29.25,0.09,41.36,9.69,1.39,70.77,20.2
Dairi,6,2024,0.34,7.47,33.79,0.38,36.67,10.08,2.02,70.11,32.6
Toba Samosir,6,2024,0.28,8.04,48.87,0.35,25.69,10.5,2.06,71.24,28.0
Mandailing Natal,5,2024,1.06,8.86,60.34,1.1,55.14,9.37,3.08,63.47,20.7
Nias Selatan,4,2024,1.25,16.39,52.0,6.06,63.23,6.99,1.2,69.58,31.8
Pakpak Bharat,5,2024,0.81,7.54,34.69,0.58,56.82,9.9,3.57,66.89,28.9
Humbang Hasundutan,6,2024,0.34,8.69,40.7,0.33,49.2,9.93,3.18,70.27,18.4
Samosir,6,2024,0.35,11.66,40.87,0.25,47.18,9.2,2.85,72.24,22.4
Serdang Bedagai,6,2024,0.21,7.44,32.93,0.0,33.3,9.14,1.51,69.59,14.4
Batu Bara,6,2024,0.97,11.38,26.25,0.02,35.54,9.13,0.72,67.88,17.7
Padang Lawas Utara,5,2024,1.14,8.79,47.34,0.0,42.52,9.74,3.26,67.82,21.8
Padang Lawas,6,2024,1.19,7.89,38.96,0.44,39.91,9.86,2.67,67.71,17.7
Labuhanbatu Selatan,3,2024,5.0,8.06,21.61,0.2,24.7,9.32,2.79,69.54,16.0
Labuhanbatu Utara,6,2024,0.93,9.08,34.98,0.11,37.52,9.28,2.18,70.25,9.6
Nias Utara,5,2024,0.58,21.79,40.43,6.5,46.34,7.01,1.41,70.24,20.3
Nias Barat,4,2024,0.97,22.81,17.8,6.32,85.31,7.19,0.69,69.96,28.9
Kota Medan,6,2024,0.0,8.0,8.42,0.01,2.92,11.59,0.02,73.93,5.8
Kota Pematangsiantar,6,2024,0.0,7.24,18.07,0.0,8.31,11.56,0.04,74.75,7.7
Kota Sibolga,6,2024,0.0,11.42,28.67,0.0,4.27,10.45,0.01,70.18,10.6
Kota Tanjung Balai,6,2024,0.0,12.21,39.45,0.0,1.1,10.13,0.07,64.28,5.7
Kota Binjai,6,2024,0.0,4.79,18.26,0.0,5.42,11.07,0.05,73.13,19.4
Kota Tebing Tinggi,6,2024,0.0,9.49,13.91,0.0,28.45,10.88,0.04,71.63,10.4
Kota Padang Sidimpuan,6,2024,0.0,6.85,25.93,0.29,37.86,11.11,0.14,70.2,26.1
Kota Gunungsitoli,5,2024,0.0,14.78,15.08,0.67,20.47,8.52,0.25,72.09,18.9
Pesisir Selatan,6,2024,0.4,7.34,26.99,0.31,15.76,9.13,2.78,71.52,27.0
Solok,6,2024,0.35,7.13,37.82,0.35,32.61,8.57,3.29,69.56,25.4
Sijunjung,6,2024,0.65,5.88,23.02,0.86,27.3,9.23,3.62,67.02,28.5
Tanah Datar,6,2024,0.32,4.16,26.46,0.27,15.74,9.56,1.37,70.84,18.5
Padang Pariaman,6,2024,0.51,6.34,28.73,0.32,23.54,8.86,0.92,69.7,19.4
Agam,6,2024,0.52,6.6,32.01,0.64,20.57,9.63,1.95,73.23,20.1
Lima Puluh Kota,6,2024,0.41,6.8,30.94,0.05,33.84,8.37,3.12,70.3,28.6
Pasaman,6,2024,0.31,6.8,33.3,0.5,33.26,8.37,2.69,68.29,29.4
Kepulauan Mentawai,3,2024,2.94,13.72,37.25,10.4,72.89,7.85,8.11,65.1,33.7
Dharmasraya,6,2024,0.95,5.56,11.88,0.17,26.93,9.23,2.33,72.24,17.7
Solok Selatan,6,2024,0.4,6.45,25.51,0.35,26.75,9.36,6.8,68.71,14.7
Pasaman Barat,6,2024,0.61,6.92,33.27,0.24,34.36,9.69,2.1,68.53,29.7
Kota Padang,6,2024,0.0,4.17,7.42,0.0,4.19,11.6,0.1,74.16,24.2
Kota Solok,6,2024,0.0,3.05,11.9,0.0,2.11,11.27,0.05,74.39,16.3
Kota Sawahlunto,6,2024,0.0,2.27,13.74,0.17,6.49,10.45,0.44,70.69,19.5
Kota Padang Panjang,6,2024,0.0,5.24,10.21,0.45,12.33,12.23,0.05,73.23,15.8
Kota Bukittinggi,6,2024,0.0,4.11,10.18,0.0,2.64,11.77,0.02,75.13,20.1
Kota Payakumbuh,6,2024,0.0,5.44,16.04,0.0,3.37,11.25,0.09,74.43,19.8
Kota Pariaman,6,2024,0.0,4.2,26.37,0.0,14.32,10.93,0.07,70.95,17.7
Kampar,4,2024,5.0,7.04,21.64,0.0,24.67,9.44,4.21,71.42,7.6
Indragiri Hulu,4,2024,5.0,6.06,15.17,1.01,16.34,8.61,5.19,70.69,12.7
Bengkalis,4,2024,3.61,6.31,24.31,0.18,36.88,9.51,4.0,71.79,17.9
Indragiri Hilir,5,2024,1.55,5.64,34.72,4.18,73.12,7.77,5.86,68.62,18.8
Pelalawan,5,2024,3.25,8.15,20.69,0.52,13.63,9.07,7.97,72.0,10.1
Rokan Hulu,3,2024,5.0,9.72,23.88,0.64,15.7,9.26,4.42,70.84,15.9
Rokan Hilir,5,2024,3.06,7.07,19.09,0.13,37.28,8.89,3.59,70.99,16.6
Siak,6,2024,2.8,5.23,14.74,0.0,9.9,10.01,4.77,71.64,10.4
Kuantan Singingi,5,2024,2.16,8.07,16.05,0.7,28.94,9.01,4.29,69.13,23.0
Kepulauan Meranti,5,2024,0.09,22.98,18.34,1.9,89.58,8.47,5.21,68.41,19.6
Kota Pekanbaru,6,2024,0.0,3.16,7.97,0.0,7.83,11.82,0.08,73.02,8.7
Kota Dumai,6,2024,0.0,3.21,10.64,0.79,13.1,10.35,1.18,71.67,14.9
Kerinci,6,2024,0.5,7.54,32.3,3.27,32.3,8.25,3.39,70.55,8.7
Merangin,5,2024,1.73,8.9,13.9,0.09,50.04,8.61,3.48,71.75,14.9
Sarolangun,4,2024,3.1,8.54,19.54,0.56,49.63,8.2,4.47,69.7,4.8
Batanghari,5,2024,2.33,9.45,17.35,0.73,28.95,8.42,4.41,71.22,10.1
Muaro Jambi,5,2024,3.49,4.43,28.18,0.09,29.18,9.09,3.41,71.84,12.0
Tanjung Jabung Barat,5,2024,2.12,9.79,24.72,0.71,53.1,8.59,4.23,68.67,14.1
Tanjung Jabung Timur,5,2024,1.64,10.85,32.4,0.81,49.09,8.15,4.79,66.98,23.7
Bungo,5,2024,2.49,5.29,20.12,0.31,26.74,8.53,2.66,68.43,13.7
Tebo,5,2024,2.66,6.46,20.2,0.29,28.31,8.4,5.11,70.49,22.7
Kota Jambi,6,2024,0.0,8.24,7.96,0.0,9.34,11.34,0.04,73.29,13.5
Kota Sungai Penuh,6,2024,0.0,3.0,12.43,0.0,8.0,10.04,0.32,72.86,4.1
Ogan Komering Ulu,5,2024,2.19,11.46,24.62,0.0,27.6,9.4,1.75,68.85,15.7
Ogan Komering Ilir,6,2024,0.27,13.15,36.91,0.0,31.03,7.51,6.17,69.31,32.5
Muara Enim,5,2024,1.59,10.93,16.02,0.18,30.27,8.12,2.57,69.72,25.9
Lahat,5,2024,1.09,15.0,31.54,0.0,40.77,8.73,1.94,66.87,7.8
Musi Rawas,6,2024,0.53,14.13,36.99,0.12,39.52,7.85,3.73,68.95,21.9
Musi Banyuasin,6,2024,0.71,14.9,28.89,0.55,28.89,8.14,6.17,69.51,16.5
Banyuasin,6,2024,0.17,9.58,40.25,0.0,55.26,7.6,5.17,69.76,20.4
Ogan Komering Ulu Timur,6,2024,0.17,9.99,21.23,0.0,37.4,8.4,1.46,69.78,9.3
Ogan Komering Ulu Selatan,5,2024,0.67,10.36,46.29,3.64,49.77,8.4,2.53,67.88,23.0
Ogan Ilir,6,2024,0.69,13.28,40.91,0.02,28.5,8.35,1.34,66.33,22.9
Empat Lawang,4,2024,1.12,11.8,36.44,0.32,71.69,7.83,2.38,65.73,32.6
Penukal Abab Lematang Ilir,6,2024,1.14,10.91,16.06,0.0,31.52,7.53,1.98,68.96,15.4
Musi Rawas Utara,3,2024,2.66,18.26,37.47,0.81,44.73,7.7,6.83,66.37,33.1
Kota Palembang,6,2024,0.0,10.22,12.57,0.0,2.15,11.09,0.04,71.99,18.9
Kota Pagar Alam,4,2024,0.0,8.88,34.69,0.56,41.12,9.68,0.87,67.7,23.3
Kota Lubuklinggau,5,2024,0.0,12.65,18.81,0.0,33.15,9.51,0.26,70.25,17.5
Kota Prabumulih,5,2024,0.0,11.23,13.3,0.01,40.09,10.31,0.24,71.27,15.4
Bengkulu Selatan,5,2024,0.53,17.51,26.54,0.34,59.02,9.53,1.05,68.4,24.0
Rejang Lebong,5,2024,0.99,14.79,28.28,0.8,55.84,9.31,1.16,69.22,28.6
Bengkulu Utara,5,2024,1.56,11.29,30.41,0.0,43.03,8.22,3.15,68.77,21.6
Kaur,5,2024,0.72,17.83,32.75,0.73,46.75,8.25,3.87,67.27,14.3
Seluma,5,2024,0.84,18.0,30.72,0.67,57.84,8.2,2.06,68.35,26.0
Mukomuko,6,2024,1.24,10.76,10.28,0.13,36.02,8.87,4.18,67.3,27.1
Lebong,6,2024,0.37,11.15,46.67,0.02,44.85,8.49,3.0,63.93,15.7
Kepahiang,5,2024,1.22,14.12,22.28,0.16,55.68,8.41,0.95,68.46,22.1
Bengkulu Tengah,4,2024,2.89,9.4,27.25,0.31,60.54,7.57,1.55,68.52,23.2
Kota Bengkulu,6,2024,0.0,14.71,4.54,0.05,12.26,11.9,0.05,70.74,6.7
Lampung Selatan,6,2024,0.39,12.79,30.47,0.0,20.9,8.07,0.92,69.97,10.3
Lampung Tengah,6,2024,0.12,10.65,26.2,0.99,31.53,8.0,1.41,70.29,16.7
Lampung Utara,6,2024,0.13,17.17,33.08,0.17,60.9,8.55,1.23,69.83,23.5
Lampung Barat,6,2024,0.71,11.17,27.03,1.14,52.76,8.57,1.9,68.13,24.6
Tulang Bawang,6,2024,0.11,8.04,18.29,0.0,22.06,7.89,2.34,70.42,9.8
Tanggamus,6,2024,0.77,10.52,30.01,0.15,53.84,7.35,2.13,69.23,17.1
Lampung Timur,6,2024,0.17,13.8,18.51,0.0,30.49,8.34,2.07,71.25,14.2
Way Kanan,6,2024,0.46,11.02,27.68,0.0,44.87,7.83,2.51,69.91,22.7
Pesawaran,6,2024,0.45,12.89,26.78,0.0,43.85,8.21,0.94,69.74,10.0
Pringsewu,6,2024,0.53,9.14,20.91,0.0,11.49,8.56,0.37,71.05,15.8
Mesuji,6,2024,0.14,6.73,13.6,0.0,22.71,7.2,3.02,68.75,5.0
Tulang Bawang Barat,6,2024,0.17,7.25,17.73,0.0,55.59,8.05,1.35,70.42,10.5
Pesisir Barat,6,2024,0.49,13.49,18.66,0.46,59.3,8.75,4.24,64.29,16.1
Kota Bandar Lampung,6,2024,0.0,7.77,9.23,0.0,8.71,10.94,0.03,71.91,13.4
Kota Metro,6,2024,0.0,7.28,7.19,0.0,9.5,10.8,0.04,72.12,7.1
Bangka,5,2024,2.9,4.32,15.55,0.2,11.86,8.79,1.69,71.6,23.2
Belitung,4,2024,5.0,6.46,6.72,0.14,8.85,9.16,2.66,71.54,20.8
Bangka Selatan,6,2024,0.62,3.11,19.12,0.0,23.99,7.49,5.04,68.98,20.7
Bangka Tengah,4,2024,5.0,5.29,20.67,0.0,14.3,7.48,2.89,72.11,18.2
Bangka Barat,4,2024,5.0,2.71,11.7,0.0,20.73,7.87,3.4,70.43,20.6
Belitung Timur,4,2024,5.0,6.73,7.72,0.14,14.77,9.09,3.85,72.59,17.3
Kota Pangkalpinang,6,2024,0.0,4.27,3.48,0.0,7.03,10.39,0.07,73.96,20.7
Bintan,4,2024,5.0,5.9,12.83,0.0,20.42,9.82,1.26,71.09,21.6
Karimun,4,2024,5.0,5.95,6.85,0.0,12.19,9.2,0.84,72.01,17.9
Natuna,4,2024,5.0,5.25,14.69,0.0,8.26,9.28,2.67,66.22,16.1
Lingga,3,2024,5.0,11.26,17.8,2.77,23.63,7.92,3.31,63.5,20.5
Kepulauan Anambas,3,2024,5.0,6.95,6.0,0.16,45.37,8.25,1.16,68.1,15.2
Kota Batam,6,2024,0.0,5.02,3.53,0.13,2.72,11.12,0.2,73.94,16.1
Kota Tanjungpinang,6,2024,0.0,7.95,3.94,0.0,12.38,10.9,0.1,72.85,15.2
Kepulauan Seribu,3,2024,5.0,13.13,35.09,0.0,1.54,9.01,0.05,69.61,18.6
Jakarta Pusat,6,2024,0.0,4.68,12.33,0.0,2.4,11.33,0.0,74.81,19.1
Jakarta Utara,6,2024,0.0,6.78,17.17,0.12,0.86,10.65,0.02,73.59,19.8
Jakarta Barat,6,2024,0.0,4.09,5.08,0.0,2.09,10.94,0.01,74.16,17.1
Jakarta Selatan,6,2024,0.0,3.1,4.01,0.0,13.99,11.63,0.01,74.78,16.6
Jakarta Timur,6,2024,0.0,4.2,8.73,0.0,8.1,11.77,0.01,75.12,16.8
Bogor,5,2024,2.63,7.27,33.47,0.0,31.89,8.67,0.29,71.92,27.6
Sukabumi,6,2024,0.8,7.01,35.75,0.05,44.67,7.62,0.87,71.83,27.0
Cianjur,6,2024,0.67,10.22,42.96,0.09,32.56,7.13,0.84,70.79,11.4
Bandung,6,2024,1.53,6.4,21.67,0.0,22.97,9.28,0.31,74.27,29.2
Garut,6,2024,0.51,9.77,45.4,0.0,46.6,8.04,0.63,72.07,24.1
Tasikmalaya,6,2024,0.8,10.28,44.27,0.16,35.61,8.24,0.98,70.19,20.7
Ciamis,6,2024,0.69,7.42,40.35,0.0,21.45,8.32,0.64,72.57,25.4
Kuningan,6,2024,0.67,12.12,38.36,0.0,29.18,7.94,0.39,74.29,23.4
Cirebon,6,2024,0.82,11.2,32.93,0.0,15.84,7.97,0.18,72.76,22.9
Majalengka,6,2024,0.41,11.21,33.66,0.0,26.26,7.74,0.43,71.05,24.1
Sumedang,6,2024,0.53,9.36,29.68,0.0,17.6,8.89,0.61,73.19,14.4
Indramayu,6,2024,0.24,12.13,41.69,0.24,6.41,7.09,0.57,72.46,18.4
Subang,6,2024,0.29,9.52,28.03,0.0,27.91,7.67,0.65,73.24,18.7
Purwakarta,6,2024,0.94,8.46,35.21,0.0,29.17,8.04,0.3,71.74,24.0
Karawang,6,2024,0.41,7.87,19.78,0.0,11.45,8.13,0.27,72.9,17.1
Bekasi,6,2024,1.18,4.93,14.15,0.0,6.36,9.79,0.13,74.3,23.2
Bandung Barat,6,2024,1.77,10.52,33.07,0.0,24.46,8.16,0.48,73.1,25.1
Pangandaran,6,2024,0.56,8.98,32.89,0.0,22.31,8.16,0.98,72.17,23.9
Kota Bogor,6,2024,0.0,6.67,13.52,0.0,9.88,10.36,0.02,74.45,18.2
Kota Sukabumi,6,2024,0.0,7.5,21.17,0.0,12.32,10.26,0.02,73.11,26.9
Kota Bandung,6,2024,0.0,3.96,7.99,0.0,4.68,10.91,0.01,75.04,16.3
Kota Cirebon,6,2024,0.0,9.16,16.56,0.01,3.34,10.35,0.01,73.08,19.9
Kota Bekasi,6,2024,0.0,4.1,4.65,0.0,7.14,11.69,0.02,75.79,10.3
Kota Depok,6,2024,0.0,2.38,3.82,0.0,19.52,11.42,0.03,75.23,14.3
Kota Cimahi,6,2024,0.0,4.66,12.33,0.0,6.98,11.12,0.01,74.8,24.5
Kota Tasikmalaya,6,2024,0.0,11.53,34.72,0.0,16.47,9.64,0.06,72.92,27.1
Kota Banjar,6,2024,0.0,6.14,27.88,0.0,9.82,8.77,0.12,71.8,23.6
Cilacap,6,2024,0.45,10.99,26.68,0.0,27.64,7.46,0.54,74.25,18.5
Banyumas,6,2024,1.02,12.53,18.84,0.0,30.51,8.04,0.22,73.98,20.9
Purbalingga,6,2024,0.98,14.99,29.6,0.12,28.37,7.65,0.3,73.37,26.0
Banjarnegara,6,2024,1.18,14.9,23.91,0.0,23.5,7.15,0.51,74.47,19.9
Kebumen,6,2024,0.59,16.34,19.6,0.0,33.23,7.74,0.33,73.83,21.9
Purworejo,6,2024,0.48,11.33,20.55,0.0,23.1,8.34,0.49,75.21,20.6
Wonosobo,6,2024,1.1,15.58,26.03,0.0,20.14,7.07,0.59,72.17,29.2
Magelang,6,2024,1.22,10.96,18.81,0.04,26.04,7.8,0.48,74.2,25.8
Boyolali,6,2024,0.52,9.81,15.19,0.0,19.18,7.98,0.37,76.23,21.5
Klaten,6,2024,0.6,12.28,14.88,0.0,28.11,9.08,0.17,77.07,24.5
Sukoharjo,6,2024,0.48,7.58,7.87,0.0,17.61,9.91,0.12,77.86,24.3
Wonogiri,6,2024,0.19,10.94,19.37,0.0,21.08,7.66,0.72,76.56,19.5
Karanganyar,6,2024,0.57,9.79,14.36,0.0,12.04,9.05,0.32,77.72,22.2
Sragen,6,2024,0.27,12.87,22.25,0.0,8.69,7.83,0.29,75.97,18.4
Grobogan,6,2024,0.29,11.72,38.45,0.0,9.41,7.35,0.53,75.04,20.2
Blora,6,2024,0.27,11.49,25.34,0.0,8.14,7.36,0.84,74.71,21.2
Rembang,6,2024,0.41,14.17,31.67,0.0,7.08,7.86,0.51,74.77,19.5
Pati,6,2024,0.27,9.31,19.76,0.0,9.89,7.96,0.38,76.39,18.5
Kudus,6,2024,0.89,7.24,11.96,0.0,16.34,9.32,0.13,76.86,15.7
Jepara,6,2024,0.68,6.61,23.72,0.0,23.56,8.39,0.36,76.04,18.9
Demak,6,2024,0.38,12.01,25.22,0.0,4.64,8.47,0.38,75.6,9.5
Semarang,6,2024,1.02,7.17,16.64,0.0,21.7,8.46,0.38,75.95,18.8
Temanggung,6,2024,1.97,9.26,21.07,0.0,12.34,7.87,0.43,75.77,25.1
Kendal,6,2024,0.84,9.39,18.38,0.0,19.24,7.96,0.35,74.58,22.4
Batang,6,2024,0.74,8.92,19.6,0.0,20.88,7.38,0.46,74.85,24.7
Pekalongan,6,2024,1.02,9.67,25.69,0.0,26.99,7.7,0.41,73.87,28.6
Pemalang,6,2024,0.68,15.03,36.26,0.0,21.4,6.84,0.4,73.85,15.3
Tegal,6,2024,0.83,7.3,27.8,0.0,18.31,7.55,0.27,72.0,21.5
Brebes,6,2024,0.74,15.78,27.01,0.11,25.43,6.68,0.43,69.96,21.6
Kota Magelang,6,2024,0.0,6.11,10.67,0.0,6.68,11.08,0.01,77.22,15.4
Kota Surakarta,6,2024,0.0,8.44,9.82,0.0,10.65,10.91,0.01,77.63,16.0
Kota Salatiga,6,2024,0.0,4.66,1.32,0.0,10.74,11.3,0.03,77.93,16.9
Kota Semarang,6,2024,0.0,4.23,5.43,0.0,4.0,10.57,0.03,77.9,15.7
Kota Pekalongan,6,2024,0.0,6.81,16.15,0.0,21.88,9.53,0.03,74.6,28.2
Kota Tegal,6,2024,0.0,7.68,8.62,0.0,1.64,9.9,0.02,74.77,22.3
Kulon Progo,6,2024,0.6,15.64,12.58,0.0,18.44,9.17,0.33,75.29,21.2
Bantul,6,2024,1.32,11.96,7.94,0.0,18.86,9.97,0.15,73.94,20.5
Gunungkidul,6,2024,0.16,15.6,16.79,0.0,41.29,7.32,0.78,74.24,22.2
Sleman,6,2024,1.54,7.52,9.18,0.0,17.85,11.1,0.07,75.08,12.4
Kota Yogyakarta,6,2024,0.0,6.49,7.32,0.0,26.33,12.14,0.01,74.91,16.8
Pacitan,6,2024,0.49,13.65,23.25,0.12,28.82,7.95,1.04,72.86,20.9
Ponorogo,6,2024,0.28,9.53,15.69,0.0,17.71,7.63,0.49,73.55,16.1
Trenggalek,6,2024,0.62,10.63,26.13,0.0,36.23,7.8,0.68,74.64,15.8
Tulungagung,6,2024,0.56,6.53,18.24,0.0,25.05,8.72,0.29,74.91,21.5
Blitar,6,2024,0.64,8.69,19.47,0.0,18.29,7.95,0.71,74.34,20.3
Kediri,6,2024,0.95,10.72,28.6,0.0,31.55,8.37,0.46,73.27,16.8
Malang,6,2024,1.06,9.45,27.48,0.0,28.02,7.97,0.53,73.26,19.5
Lumajang,6,2024,0.55,8.93,43.77,0.14,33.64,7.36,0.62,70.96,29.9
Jember,6,2024,0.62,9.51,36.98,0.02,32.29,6.66,0.58,70.03,29.7
Banyuwangi,6,2024,0.63,7.34,17.06,0.0,17.57,7.82,0.92,71.38,21.9
Bondowoso,6,2024,0.42,13.34,39.66,0.0,35.14,6.4,0.69,67.6,17.0
Situbondo,6,2024,0.46,11.9,43.88,0.0,36.32,6.9,0.79,69.94,4.1
Probolinggo,5,2024,0.67,17.19,33.96,0.0,34.59,6.49,0.71,68.12,35.4
Pasuruan,6,2024,0.82,9.24,41.04,0.0,20.8,7.56,0.42,70.81,27.9
Sidoarjo,6,2024,1.95,5.0,5.86,0.0,12.26,10.82,0.09,74.69,8.4
Mojokerto,6,2024,0.52,9.8,33.45,0.03,11.52,9.09,0.3,73.25,16.2
Jombang,6,2024,0.57,9.15,28.37,0.0,16.41,8.65,0.29,73.22,18.0
Nganjuk,6,2024,0.4,10.89,27.56,0.0,26.3,8.27,0.52,72.28,17.1
Madiun,6,2024,0.3,11.04,26.33,0.07,20.54,7.81,0.65,72.28,16.5
Magetan,6,2024,0.35,9.8,19.18,0.0,17.53,8.48,0.38,73.29,19.2
Ngawi,6,2024,0.18,14.4,30.59,0.0,11.1,7.81,0.56,73.2,14.0
Bojonegoro,6,2024,0.29,12.18,25.62,0.0,10.93,7.44,0.67,72.57,14.1
Tuban,6,2024,0.29,14.91,36.15,0.0,7.08,7.46,0.79,72.36,17.8
Lamongan,6,2024,0.27,12.42,19.16,0.0,4.97,8.29,0.4,73.22,9.4
Gresik,6,2024,0.52,10.96,11.86,0.0,0.79,10.2,0.27,73.3,15.4
Bangkalan,6,2024,0.7,19.35,46.62,0.0,34.55,6.04,0.49,70.79,10.2
Sampang,6,2024,0.47,21.76,40.16,0.0,11.31,5.46,0.55,68.64,14.1
Pamekasan,6,2024,0.88,13.85,39.3,0.0,10.8,7.28,0.32,68.31,25.1
Sumenep,6,2024,0.41,18.7,48.08,0.25,21.19,5.7,0.66,72.47,16.7
Kota Kediri,6,2024,0.0,7.15,6.55,0.0,40.23,10.77,0.02,74.67,18.6
Kota Blitar,6,2024,0.0,7.3,7.68,0.0,27.37,10.87,0.03,74.66,17.7
Kota Malang,6,2024,0.0,4.26,3.56,0.0,11.17,11.19,0.02,74.13,17.3
Kota Probolinggo,6,2024,0.0,6.48,1.91,0.0,8.81,9.6,0.05,70.99,31.8
Kota Pasuruan,6,2024,0.0,6.6,20.68,0.0,8.66,9.73,0.04,72.31,11.7
Kota Mojokerto,6,2024,0.0,5.77,4.97,0.0,9.94,11.32,0.01,74.1,11.0
Kota Madiun,6,2024,0.0,4.74,5.71,0.0,1.25,11.53,0.02,73.44,12.8
Kota Surabaya,6,2024,0.0,4.65,7.3,0.0,0.0,10.71,0.02,74.75,1.6
Kota Batu,6,2024,0.0,3.31,8.16,0.0,20.6,10.05,0.19,73.29,23.1
Pandeglang,5,2024,0.49,9.27,30.55,0.0,53.73,7.26,1.14,65.58,28.6
Lebak,5,2024,0.64,8.68,47.81,1.45,58.52,6.95,1.01,68.13,35.5
Tangerang,6,2024,2.07,6.93,17.09,0.22,13.62,9.16,0.11,70.65,26.4
Serang,6,2024,0.69,4.85,27.42,0.0,27.36,8.14,0.5,65.6,23.9
Kota Tangerang,6,2024,0.0,5.89,5.58,0.0,7.38,10.76,0.02,72.24,17.6
Kota Cilegon,6,2024,0.0,3.98,7.45,0.0,11.17,10.32,0.08,67.39,22.0
